講義名,開講期間,曜日・時限,講義室,URL,講義室（改良）
オペレーティングシステム,第2,木2,工-11,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0523/0523_T73140_ja_JP.html,全学講義棟 2-501
オペレーティングシステム,第1,木2,工-11,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0523/0523_T73140_ja_JP.html,全学講義棟 2-501
信号とシステム,第1,木2,工-56,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0523/0523_T73550_ja_JP.html,工-21
信号とシステム,第2,木2,工-56,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0523/0523_T73550_ja_JP.html,工-11
ドイツ語Ⅱa（講読）　隔年開講,第2,木2,全学講義棟 1-305,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX21212_ja_JP.html,全学講義棟 1-303
ドイツ語Ⅱa（講読）　隔年開講,第1,木2,全学講義棟 1-305,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX21212_ja_JP.html,全学講義棟 1-303
市民と憲法　教育学部用（小社・中社・乳・養） 第１・２ターム 木２,第1,木2,全学講義棟 1-301,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ202116_ja_JP.html,全学講義棟 1-301
市民と憲法　教育学部用（小社・中社・乳・養） 第１・２ターム 木２,第2,木2,全学講義棟 1-301,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ202116_ja_JP.html,全学講義棟 1-301
埋蔵文化財インターンシップ,第2,木2,教養学部各研究室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC020310_ja_JP.html,"工-セミナー室2, 工-演習室2, 工-56"
埋蔵文化財インターンシップ,第1,木2,教養学部各研究室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC020310_ja_JP.html,"工-演習室1, 情報メディア端末室(2), 工-50, 電気電子実験室"
国際開発論基礎Ⅰ,第2,木2,教養学部棟4階国際関係ﾌﾟﾛｼﾞｪｸﾄ室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC110171_ja_JP.html,工-セミナー室5
国際開発論基礎Ⅰ,第1,木2,教養学部棟4階国際関係ﾌﾟﾛｼﾞｪｸﾄ室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC110171_ja_JP.html,工-演習室3
日本語表現論Ⅰ,第1,木2,教養学部-36,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC222380_ja_JP.html,工-セミナー室5
日本語表現論Ⅰ,第2,木2,教養学部-36,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC222380_ja_JP.html,"工-54, 工学部情報工学科棟-端末演習室"
＊Seminar in the History of US-Japan Relation Ⅰ,第2,木2,全学講義棟 1-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BCF46155_ja_JP.html,全学講義棟 1-203
＊Seminar in the History of US-Japan Relation Ⅰ,第1,木2,全学講義棟 1-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BCF46155_ja_JP.html,全学講義棟 1-202
生殖医療学特論,第2,木2,理-8番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240102/240102_MM12180_ja_JP.html,"工-演習室1, 情報メディア端末室(2), 工-50, 電気電子実験室"
生殖医療学特論,第1,木2,理-8番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240102/240102_MM12180_ja_JP.html,理-1番講義室
場の理論Ⅱ,第1,木2,理-2番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240201/240201_MM21120_ja_JP.html,理-11番講義室
場の理論Ⅱ,第2,木2,理-2番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240201/240201_MM21120_ja_JP.html,工-セミナー室8
半導体工学特論,第1,木2,工-50,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240302/240302_MM32180_ja_JP.html,全学講義棟 3-201
半導体工学特論,第2,木2,工-50,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240302/240302_MM32180_ja_JP.html,全学講義棟 3-101
知識表現特論,第2,木2,工-51,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240303/240303_MM33130_ja_JP.html,全学講義棟 3-201
知識表現特論,第1,木2,工-51,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240303/240303_MM33130_ja_JP.html,全学講義棟 3-202
交通システム特論(E),第1,木2,工-52,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240501/240501_MM50170_ja_JP.html,全学講義棟 3-203
交通システム特論(E),第2,木2,工-52,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240501/240501_MM50170_ja_JP.html,全学講義棟 3-202
微生物学輪講A,第2,木2,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240102/240102_MM12200_ja_JP.html,理-1番講義室
微生物学輪講A,第1,木2,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240102/240102_MM12200_ja_JP.html,経-A301
細胞制御学輪講2A,第2,木2,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240102/240102_MM12355_ja_JP.html,理-2番講義室
細胞制御学輪講2A,第1,木2,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240102/240102_MM12355_ja_JP.html,経-A302
量子多体論,第2,木2,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250002/250002_D20715_ja_JP.html,"理-2番講義室, 理-3番講義室"
量子多体論,第1,木2,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250002/250002_D20715_ja_JP.html,経-A303
画像システム特論,第2,木2,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250003/250003_D30441_ja_JP.html,理-3番講義室
画像システム特論,第1,木2,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250003/250003_D30441_ja_JP.html,経-A304
光散乱応用センシング特論,第2,木2,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250003/250003_D30720_ja_JP.html,理-4番講義室
光散乱応用センシング特論,第1,木2,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250003/250003_D30720_ja_JP.html,経-A401
地震防災工学特論,第2,木2,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250005/250005_D50430_ja_JP.html,理-8番講義室
地震防災工学特論,第1,木2,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250005/250005_D50430_ja_JP.html,経-A402
詩歌から考える日本語表現,第2,木3,全学講義棟 1-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F05001_ja_JP.html,全学講義棟 1-203
詩歌から考える日本語表現,第1,木3,全学講義棟 1-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F05001_ja_JP.html,全学講義棟 1-204
社会学入門,第2,木3,全学講義棟 1-207,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F21021_ja_JP.html,全学講義棟 1-206
社会学入門,第1,木3,全学講義棟 1-207,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F21021_ja_JP.html,全学講義棟 1-301
現代社会学演習Ⅲ,第2,木3,教養学部-32,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F26023_ja_JP.html,工-54
現代社会学演習Ⅲ,第1,木3,教養学部-32,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F26023_ja_JP.html,"工-セミナー室2, 工-演習室2, 工-56"
論理学入門Ｂ,第1,木3,教養学部-22,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F31022_ja_JP.html,"工-54, 工学部情報工学科棟-端末演習室"
論理学入門Ｂ,第2,木3,教養学部-22,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F31022_ja_JP.html,工-51
美学演習Ⅰ,第1,木3,教養学部-31,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F36061_ja_JP.html,工-56
美学演習Ⅰ,第2,木3,教養学部-31,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F36061_ja_JP.html,工-53
ドイツ語作文ⅠＡ,第1,木3,教養学部-36,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F43051_ja_JP.html,工-セミナー室5
ドイツ語作文ⅠＡ,第2,木3,教養学部-36,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F43051_ja_JP.html,"工-54, 工学部情報工学科棟-端末演習室"
古典文学特講Ａ,第2,木3,教育Ａ２１２講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y10261_ja_JP.html,"工-21, 工-22"
古典文学特講Ａ,第1,木3,教育Ａ２１２講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y10261_ja_JP.html,工-32
算数科指導法　小（算・理・体）・特・副,第1,木3,教育Ａ１１４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y14032_ja_JP.html,工-23
算数科指導法　小（算・理・体）・特・副,第2,木3,教育Ａ１１４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y14032_ja_JP.html,工-12
代数学Ｃ,第2,木3,教育Ａ１１２講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y14065_ja_JP.html,工-11
代数学Ｃ,第1,木3,教育Ａ１１２講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y14065_ja_JP.html,工-22
力学,第2,木3,"教育Ａ２１１講義室, 教育Ａ４２６講義室, 理-3番講義室",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y16090_ja_JP.html,工-21
力学,第1,木3,"教育Ａ２１１講義室, 教育Ａ４２６講義室, 理-3番講義室",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y16090_ja_JP.html,工-31
木管楽器演習Ａ,第1,木3,教育コモ棟音楽第１講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y18351_ja_JP.html,工-21
木管楽器演習Ａ,第2,木3,教育コモ棟音楽第１講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y18351_ja_JP.html,全学講義棟 3-201
初等体育科指導法　小（社・図）・副,第2,木3,教育Ａ２１３講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y22032_ja_JP.html,工-22
初等体育科指導法　小（社・図）・副,第1,木3,教育Ａ２１３講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y22032_ja_JP.html,工-50
教育学概説Ａ（本質）　小（教・国・英）,第2,木3,教育Ａ３２４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y32010_ja_JP.html,工-31
教育学概説Ａ（本質）　小（教・国・英）,第1,木3,教育Ａ３２４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y32010_ja_JP.html,工-52
教育学概説Ａ（本質）　小（心・も・家）,第1,木3,教育Ｃ１講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y32013_ja_JP.html,工-54
教育学概説Ａ（本質）　小（心・も・家）,第2,木3,教育Ｃ１講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y32013_ja_JP.html,工-50
教育学概説Ａ（本質）　小（社・理）,第2,木3,教育Ａ３２５講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y32015_ja_JP.html,工-32
教育学概説Ａ（本質）　小（社・理）,第1,木3,教育Ａ３２５講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y32015_ja_JP.html,工-53
教育学概説Ａ（本質）　小（算・音・図・体）,第2,木3,全学講義棟 1-203,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y32016_ja_JP.html,全学講義棟 1-204
教育学概説Ａ（本質）　小（算・音・図・体）,第1,木3,全学講義棟 1-203,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y32016_ja_JP.html,全学講義棟 1-205
教育学概説Ａ（本質）　中学校コース,第2,木3,全学講義棟 1-206,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y32017_ja_JP.html,全学講義棟 1-205
教育学概説Ａ（本質）　中学校コース,第1,木3,全学講義棟 1-206,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y32017_ja_JP.html,全学講義棟 1-207
教育学概説Ａ（本質）　乳・特・養,第2,木3,全学講義棟 1-401,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y32018_ja_JP.html,全学講義棟 1-301
教育学概説Ａ（本質）　乳・特・養,第1,木3,全学講義棟 1-401,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y32018_ja_JP.html,全学講義棟 1-304
乳児保育概論,第2,木3,コモ棟３０９講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y38760_ja_JP.html,全学講義棟 1-201
乳児保育概論,第1,木3,コモ棟３０９講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y38760_ja_JP.html,全学講義棟 1-202
生活科指導法　小（心・英・音）・副,第1,木3,全学講義棟 3-101,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y44111_ja_JP.html,全学講義棟 2-202
生活科指導法　小（心・英・音）・副,第2,木3,全学講義棟 3-101,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y44111_ja_JP.html,全学講義棟 2-102
生活科指導法　小（教・国）・副,第2,木3,教育Ａ２１４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y44112_ja_JP.html,工-23
生活科指導法　小（教・国）・副,第1,木3,教育Ａ２１４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y44112_ja_JP.html,工-51
線形代数学Ａ演習,第2,木3,理-9番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0401/0401_R11060_ja_JP.html,工-セミナー室6
線形代数学Ａ演習,第1,木3,理-9番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0401/0401_R11060_ja_JP.html,工-演習室3
物理数学Ⅰ,第2,木3,理-8番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0402/0402_R12262_ja_JP.html,工-セミナー室5
物理数学Ⅰ,第1,木3,理-8番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0402/0402_R12262_ja_JP.html,"工-演習室1, 情報メディア端末室(2), 工-50, 電気電子実験室"
英語化学文献講読Ⅱ,第2,木3,理-1番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0403/0403_R13151_ja_JP.html,"工-セミナー室2, 工-演習室2, 工-56"
英語化学文献講読Ⅱ,第1,木3,理-1番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0403/0403_R13151_ja_JP.html,工-セミナー室8
分子生物学概説,第2,木3,理-11番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0404/0404_R14033_ja_JP.html,工-56
分子生物学概説,第1,木3,理-11番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0404/0404_R14033_ja_JP.html,工-セミナー室7
基礎生体制御学実験,第2,木3,学科指定教室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0405/0405_R15021_ja_JP.html,全学講義棟 2-103
基礎生体制御学実験,第1,木3,学科指定教室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0405/0405_R15021_ja_JP.html,全学講義棟 2-203
化学基礎,第1,木3,工-11,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0523/0523_RT3001-3_ja_JP.html,全学講義棟 2-302
化学基礎,第2,木3,工-11,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0523/0523_RT3001-3_ja_JP.html,全学講義棟 2-201
基礎電子物性,第2,木3,工-12,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0522/0522_T72130_ja_JP.html,全学講義棟 2-202
基礎電子物性,第1,木3,工-12,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0522/0522_T72130_ja_JP.html,全学講義棟 2-401
データマイニング演習,第2,木3,"工-54, 工学部情報工学科棟-端末演習室",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0523/0523_T73410_ja_JP.html,全学講義棟 2-401
データマイニング演習,第1,木3,"工-54, 工学部情報工学科棟-端末演習室",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0523/0523_T73410_ja_JP.html,全学講義棟 3-101
技術者と社会デザイン,第1,木3,工-32,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_T76450_ja_JP.html,全学講義棟 2-502
技術者と社会デザイン,第2,木3,工-32,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_T76450_ja_JP.html,全学講義棟 2-302
課題探索型セミナーⅠ,第2,木3,"工-セミナー室2, 工-演習室2, 工-56",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_T71180_ja_JP.html,全学講義棟 2-402
課題探索型セミナーⅠ,第1,木3,"工-セミナー室2, 工-演習室2, 工-56",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_T71180_ja_JP.html,全学講義棟 3-201
機械工作実習,第2,木3,実習工場,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_T71190_ja_JP.html,"全学講義棟 2-103, 全学講義棟 3-203"
機械工作実習,第1,木3,実習工場,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_T71190_ja_JP.html,全学講義棟 2-301
電気電子物理工学実験Ⅱ,第1,木3,"工-演習室1, 情報メディア端末室(2), 工-50, 電気電子実験室",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0522/0522_T72090_ja_JP.html,工-11
電気電子物理工学実験Ⅱ,第2,木3,"工-演習室1, 情報メディア端末室(2), 工-50, 電気電子実験室",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0522/0522_T72090_ja_JP.html,全学講義棟 2-502
建築設計製図Ⅱ,第2,木3,全学講義棟 1-403,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_T76570_ja_JP.html,"全学講義棟 1-301, 情報メディア端末室(1), 情報メディア端末室(2)"
建築設計製図Ⅱ,第1,木3,全学講義棟 1-403,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_T76570_ja_JP.html,全学講義棟 1-401
応用化学実験Ⅰ,第2,木3,"工-21, 工-22",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0524/0524_T74420_ja_JP.html,全学講義棟 2-203
応用化学実験Ⅰ,第1,木3,"工-21, 工-22",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0524/0524_T74420_ja_JP.html,全学講義棟 2-402
応用化学実験Ⅲ,第2,木3,工-23,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0524/0524_T74440_ja_JP.html,全学講義棟 2-301
応用化学実験Ⅲ,第1,木3,工-23,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0524/0524_T74440_ja_JP.html,全学講義棟 2-501
AL2（Introduction to International Relations）　第１・２ターム 木３,第1,木3,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ600121_ja_JP.html,経-A303
AL2（Introduction to International Relations）　第１・２ターム 木３,第2,木3,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ600121_ja_JP.html,"工-演習室1, 情報メディア端末室(2), 工-50, 電気電子実験室"
国際政治経済学研究基礎Ⅱ,第2,木3,教養学部棟4階国際関係ﾌﾟﾛｼﾞｪｸﾄ室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC110162_ja_JP.html,工-55
国際政治経済学研究基礎Ⅱ,第1,木3,教養学部棟4階国際関係ﾌﾟﾛｼﾞｪｸﾄ室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC110162_ja_JP.html,工-セミナー室6
日本近代史Ⅱ,第2,木3,教育機構棟4階大学院演習室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC221860_ja_JP.html,全学講義棟 3-202
日本近代史Ⅱ,第1,木3,教育機構棟4階大学院演習室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC221860_ja_JP.html,"工-21, 工-22"
中国思想Ⅰ,第1,木3,教養学部-23,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC223710_ja_JP.html,工-55
中国思想Ⅰ,第2,木3,教養学部-23,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC223710_ja_JP.html,工-52
情報理論特論,第1,木3,全学講義棟 2-301,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240303/240303_MM33180_ja_JP.html,全学講義棟 1-403
情報理論特論,第2,木3,全学講義棟 2-301,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240303/240303_MM33180_ja_JP.html,全学講義棟 1-304
生体制御学特論5,第1,木3,工-セミナー室6,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240100/240100_MM10100_ja_JP.html,全学講義棟 3-202
生体制御学特論5,第2,木3,工-セミナー室6,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240100/240100_MM10100_ja_JP.html,全学講義棟 2-501
科学技術日本語Ⅲ　(前期)(梶山),第2,木3,工-演習室3,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/24/24_MM80050_ja_JP.html,全学講義棟 3-101
科学技術日本語Ⅲ　(前期)(梶山),第1,木3,工-演習室3,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/24/24_MM80050_ja_JP.html,工-12
機能表面科学特論,第1,木3,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250002/250002_D20640_ja_JP.html,経-A304
機能表面科学特論,第2,木3,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250002/250002_D20640_ja_JP.html,工-演習室3
ロボット創造学特論,第1,木3,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250004/250004_D40211_ja_JP.html,経-A401
ロボット創造学特論,第2,木3,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250004/250004_D40211_ja_JP.html,工-演習室4
国際協力論入門,第2,木4,全学講義棟 3-101,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F11052_ja_JP.html,全学講義棟 1-303
国際協力論入門,第1,木4,全学講義棟 3-101,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F11052_ja_JP.html,全学講義棟 1-303
美学研究法Ａ,第1,木4,教養学部-31,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F32041_ja_JP.html,全学講義棟 3-101
美学研究法Ａ,第2,木4,教養学部-31,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F32041_ja_JP.html,全学講義棟 3-201
音声学Ⅰ,第1,木4,教養学部-34,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F34061_ja_JP.html,全学講義棟 3-201
音声学Ⅰ,第2,木4,教養学部-34,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F34061_ja_JP.html,全学講義棟 3-203
ドイツ語圏文化演習Ⅳ,第1,木4,教養学部-36,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F46004_ja_JP.html,全学講義棟 3-203
ドイツ語圏文化演習Ⅳ,第2,木4,教養学部-36,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F46004_ja_JP.html,工-12
日本語教育学演習Ⅳ,第1,木4,教養学部-35,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F56014_ja_JP.html,全学講義棟 3-202
日本語教育学演習Ⅳ,第2,木4,教養学部-35,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F56014_ja_JP.html,工-11
中国古典演習Ⅰ,第2,木4,教養学部-24,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F56061_ja_JP.html,全学講義棟 3-101
中国古典演習Ⅰ,第1,木4,教養学部-24,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F56061_ja_JP.html,全学講義棟 2-502
倫理学概論,第1,木4,全学講義棟 1-304,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y12410_ja_JP.html,全学講義棟 1-205
倫理学概論,第2,木4,全学講義棟 1-304,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y12410_ja_JP.html,全学講義棟 1-205
情報数理,第2,木4,教育Ａ２１３講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y14220_ja_JP.html,全学講義棟 2-501
情報数理,第1,木4,教育Ａ２１３講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y14220_ja_JP.html,全学講義棟 2-401
英語学概論Ａ,第2,木4,教育Ａ２１２講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y28130_ja_JP.html,全学講義棟 2-402
英語学概論Ａ,第1,木4,教育Ａ２１２講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y28130_ja_JP.html,全学講義棟 2-302
英会話 IIA,第2,木4,全学講義棟 1-201,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y28201_ja_JP.html,全学講義棟 1-202
英会話 IIA,第1,木4,全学講義棟 1-201,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y28201_ja_JP.html,全学講義棟 1-202
教育学演習 IIIＦ,第1,木4,コモ棟教育学第２演習室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y32236_ja_JP.html,全学講義棟 1-201
教育学演習 IIIＦ,第2,木4,コモ棟教育学第２演習室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y32236_ja_JP.html,全学講義棟 1-201
心理学演習 IA,第1,木4,Ｂ棟研究室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y34133_ja_JP.html,工-53
心理学演習 IA,第2,木4,Ｂ棟研究室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y34133_ja_JP.html,工-54
情報メディアの活用,第2,木4,遠隔授業,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y43541_ja_JP.html,工-53
情報メディアの活用,第1,木4,遠隔授業,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y43541_ja_JP.html,工-52
